Recipient	pg_14682_TAS	pg_14687_TAS	pg_14689_TAS	pg_14690_TAS	pg_14693_TAS	pg_14702_TAS	pg_14709_TAS	pg_14711_TAS	pg_14712_TAS	pg_14718_TAS	pg_14720_TAS	pg_14725_VIC	pg_14735_VIC	pg_14747_VIC	pg_14749_VIC	pg_14753_VIC	pg_14755_VIC	pg_14756_VIC	pg_14757_VIC	pg_14758_VIC	pg_14759_VIC	pg_14761_VIC	pg_14762_VIC	pg_14763_VIC	pg_14764_VIC	pg_14766_VIC	pg_14767_VIC	pg_14768_VIC	pg_14769_VIC	pg_14770_VIC	pg_14771_VIC	pg_14776_VIC	pg_14777_VIC	pg_14778_VIC	pg_14779_VIC	pg_14781_VIC	pg_14783_VIC	pg_14784_VIC	pg_14785_VIC	pg_14786_VIC	pg_14787_VIC	pg_14789_VIC	pg_14790_VIC	pg_14791_VIC	pg_14792_VIC	pg_14793_VIC	pg_14796_VIC	pg_14798_VIC	pg_14799_VIC	pg_14800_VIC	pg_14810_VIC	pg_14812_VIC	pg_14814_VIC	pg_14815_VIC	pg_14818_VIC	pg_15516_CHI	pg_15518_CHI	pg_15520_CHI	pg_15529_CHI	pg_15535_CHI	pg_15537_CHI	pg_15538_CHI	pg_15541_CHI	pg_15545_CHI	pg_15546_CHI	pg_15547_CHI	pg_15550_CHI	pg_15551_CHI	pg_15552_CHI	pg_15556_CHI	pg_15559_CHI	pg_15560_CHI	pg_15562_CHI	pg_15563_CHI	pg_15565_CHI	pg_15567_CHI	pg_15571_CHI	pg_15575_CHI	pg_15578_CHI	pg_15579_CHI	pg_15581_CHI	pg_15586_CHI	pg_15588_CHI	pg_15595_CHI	pg_15603_CHI	pg_15605_CHI	pg_15606_CHI	pg_15609_CHI	pg_15611_CHI	pg_15905_NZN	pg_15906_NZN	pg_15907_NZN	pg_15909_NZN	pg_15910_NZN	pg_15911_NZN	pg_15912_NZN	pg_15913_NZN	pg_15915_NZN	pg_15916_NZN	pg_15917_NZN	pg_15918_NZN	pg_15920_NZN	pg_15921_NZN	pg_15923_NZN	pg_15924_NZN	pg_15926_NZN	pg_15927_NZN	pg_15928_NZN	pg_15929_NZN	pg_15930_NZN	pg_15931_NZN	pg_15932_NZN	pg_15934_NZN	pg_15937_NZN	pg_15938_NZN	pg_15940_NZN	pg_15942_NZN	pg_15943_NZN	pg_15944_NZN	pg_15946_NZN	pg_15948_NZN	pg_15949_NZN	pg_15950_NZN	pg_15951_NZN	pg_15952_NZN	pg_15953_NZN	pg_15954_NZN	pg_15955_NZN	pg_15957_NZN	pg_15958_NZN	pg_15959_NZN	pg_15963_NZN	pg_15975_NZN	pg_15980_NZN	pg_15981_NZN	pg_15982_NZN	pg_15984_NZN	pg_15986_NZN	pg_15987_NZN	pg_15988_NZN	pg_15991_NZN	pg_15993_NZN	pg_15995_NZN	pg_15997_NZN	pg_16000_NZS	pg_16002_NZS	pg_16003_NZS	pg_16009_NZS	pg_16010_NZS	pg_16012_NZS	pg_16022_NZS	pg_16025_NZS	pg_16034_NZS	pg_16037_NZS	pg_16039_NZS	pg_16040_NZS	pg_16042_NZS	pg_16043_NZS	pg_16045_NZS	pg_16046_NZS	pg_16056_NZS	pg_16057_NZS	pg_16067_NZS	pg_16068_NZS	pg_16069_NZS	pg_16070_NZS	pg_16073_NZS	pg_16074_NZS	pg_16075_NZS	pg_16076_NZS	pg_16077_NZS	pg_16078_NZS	pg_16079_NZS	pg_16080_NZS	pg_16081_NZS	pg_16084_NZS	pg_16089_NZS	pg_16091_NZS	pg_16092_NZS	pg_16093_NZS	pg_16094_NZS	pg_16096_NZS	pg_16097_NZS	pg_16099_NZS	pg_16100_NZS	pg_16101_NZS	pg_16104_NZS	pg_16106_NZS	pg_16107_NZS	pg_16108_NZS	pg_16111_NZS	pg_16112_NZS	pg_16113_NZS	pg_16114_NZS	pg_16115_NZS	pg_16116_NZS	pg_16117_NZS	pg_16119_NZS	pg_16122_NZS	pg_16123_NZS	pg_16124_NZS	pg_16126_NZS	pg_16128_NZS	pg_16130_NZS	pg_16131_NZS	pg_16132_NZS	pg_16134_NZS	pg_16135_NZS	pg_16138_PHO	pg_16139_PHO	pg_16140_PHO	pg_16141_PHO	pg_16142_CHI	pg_17204_CAM	pg_17206_NZS	pg_17208_NZS
pg_14781_VIC	14547	14681	14171	14344	14523	14712	14386	14206	14635	14077	13957	14780	14766	14379	14531	14199	14421	14510	14594	14690	14591	14315	14329	14053	14148	14149	14610	14292	14824	14702	14752	14377	14716	14795	14134	0	14423	14242	14520	14429	14703	14549	14328	14336	14163	14322	14530	14314	14447	14464	14603	14450	14374	14654	14728	14436	14714	14587	14674	14749	14936	14066	14625	14162	14226	14123	14373	13983	14468	14444	14194	14296	14109	14093	14110	14222	14543	14254	14067	14505	14858	14728	14842	14668	14123	14531	14245	14198	14486	14684	14268	14377	14338	14206	14164	14525	14200	14866	14490	14563	14804	14498	14860	14639	14913	14660	14621	14440	14598	14507	14564	14710	14700	14642	14334	14691	14897	14582	14334	14390	14698	14800	14820	14018	14487	14160	14486	14434	14524	14537	14269	14350	14667	14233	14458	14338	14840	14685	14204	14244	14223	14543	14538	14854	14645	14117	14390	14444	14827	14349	14583	14618	14637	14550	14252	14685	14223	14191	14909	14218	14367	14870	14671	14302	14719	14862	14728	14475	14567	14873	14530	14906	14403	14727	14702	14464	14345	14278	14610	14491	14432	14352	14868	14301	14773	14324	14889	14337	14680	14635	14525	14634	14702	14483	14771	14638	14694	14661	14741	14903	14498	14893	14507	14879	14732	14819	14643	14603	14471	14394	14367	14532	14884	14457	14242	14909
pg_14783_VIC	13982	14126	12888	13451	13875	14274	13540	13014	13856	12570	12293	14496	14488	13400	13735	12974	13639	13892	13967	14243	14010	13366	13399	12534	12864	12850	14148	13243	14620	14215	14359	13480	14411	14530	13033	14423	0	13181	13854	13676	14285	13956	13442	13370	13025	13439	13823	13363	13703	13833	13962	13662	13551	14041	14329	13753	14385	13999	14260	14336	14770	12567	14064	12980	13144	12845	13490	12242	13673	13464	12949	13180	12922	12591	12680	12942	13888	12963	12570	13884	14608	14163	14593	14239	12660	13700	12963	12991	13764	14165	13118	13557	13269	12999	12840	13836	12956	14608	13794	13989	14344	13779	14617	14187	14701	14156	14139	13732	13928	13845	13921	14207	14282	14148	13378	14264	14700	13863	13301	13490	14233	14506	14512	12467	13800	12795	13737	13608	13824	13815	13131	13587	14204	13149	13680	13378	14517	14290	12977	13099	13084	13888	13963	14640	14167	12737	13413	13605	14565	13410	13931	14154	14222	13827	13075	14227	13078	12971	14732	13053	13370	14642	14286	13299	14370	14628	14327	13856	14045	14605	13937	14670	13327	14334	14308	13670	13407	13298	14111	13770	13683	13447	14669	13306	14404	13331	14672	13419	14233	14108	13956	14120	14258	13771	14392	14113	14240	14259	14423	14726	13764	14689	13860	14706	14234	14577	14201	14114	13683	13495	13347	13850	14670	13625	13208	14701
pg_14784_VIC	13377	14026	12072	12612	13489	14025	12893	12083	13937	11393	11031	14168	14232	12627	13557	12096	13001	13389	13522	13890	13435	12326	12652	11124	11604	12089	13499	12212	14362	13958	13990	12790	13949	14411	11931	14241	13179	0	12896	12724	13931	13287	12843	12434	12112	12391	13506	12273	12576	13183	13711	13188	12601	13925	13920	12854	13950	13631	13615	14266	14620	11346	13578	12044	12007	11728	12605	10868	12763	13125	11816	12198	11636	11404	11647	11851	13466	12220	11291	13428	14576	14115	14372	13826	11597	13455	12454	12026	12754	13996	12481	12458	12705	12153	11927	13459	12170	14485	13230	13591	14419	13075	14436	13743	14621	13763	13750	13199	13583	13313	13493	13993	13913	13798	12632	14071	14591	13519	12591	12864	13876	14280	14310	11251	13102	11904	13254	13037	13345	13347	12466	12318	13825	12220	12638	12239	14390	13963	11921	12091	11978	13320	13024	14363	13752	11545	12876	12980	14237	12833	13728	13546	13770	13505	12228	13617	11929	11784	14540	11881	12857	14437	13938	12228	14046	14365	14074	13283	13369	14401	13007	14661	13059	13847	13961	13139	12685	12593	13596	13263	13140	12869	14471	12395	14193	12697	14487	12378	13928	13803	13479	13921	14050	13183	14220	13647	13959	13605	14146	14625	13175	14599	13269	14553	14147	14479	13826	13740	13290	13025	12854	13464	14490	12819	12285	14555
pg_14785_VIC	13614	14490	12971	13155	13950	14283	13351	12867	14936	12234	11989	14277	14331	13160	14242	12844	13512	13813	13957	14150	13701	12702	13213	11962	12275	13046	13615	12731	14433	14248	14135	13290	14029	14588	12591	14519	13852	12896	0	13054	14084	13454	13521	12890	12826	12980	13947	12648	12787	13596	14223	13744	12830	14518	14129	13186	14088	14100	13657	14647	14704	12278	13908	12786	12624	12419	13042	11932	13050	13955	12426	12827	12247	12328	12482	12571	13890	13209	12167	13916	14870	14662	14486	14072	12487	14197	13520	12723	12948	14525	13214	12695	13514	12977	12795	13941	13034	14665	13666	13992	14997	13523	14576	13951	14755	14085	14060	13734	13965	13716	13920	14385	14123	14121	13199	14448	14757	14016	13265	13442	14158	14486	14555	12182	13530	12804	13687	13628	13786	13755	13268	12488	14071	12871	12776	12699	14567	14234	12606	12755	12509	13643	13030	14500	13983	12464	13501	13569	14254	13395	14299	13738	13976	14132	12934	13626	12507	12374	14584	12435	13549	14553	14213	12725	14192	14450	14437	13693	13489	14502	13028	14913	13933	13917	14176	13624	13288	13283	13925	13732	13720	13510	14623	12832	14471	13358	14622	12704	14192	14199	13842	14349	14380	13713	14526	13963	14276	13671	14369	14734	13546	14739	13627	14671	14571	14684	14165	14091	13895	13710	13617	13960	14663	13204	12864	14653
pg_14786_VIC	13645	14305	12825	13152	13812	14234	13338	12767	14494	12211	11937	14302	14353	13114	13981	12757	13475	13779	13888	14129	13750	12805	13163	12016	12322	12860	13741	12793	14453	14196	14174	13253	14069	14545	12574	14429	13676	12726	13056	0	14129	13503	13271	12955	12753	12939	13856	12780	12944	13517	14051	13633	12975	14298	14124	13279	14099	14005	13731	14478	14707	12271	13869	12786	12698	12456	13085	11939	13112	13702	12454	12823	12261	12309	12456	12622	13791	13041	12173	13800	14747	14455	14494	14065	12429	13925	13243	12676	13111	14338	13092	12888	13321	12916	12731	13816	12923	14636	13661	13938	14739	13502	14561	13982	14728	14021	14023	13633	13897	13689	13862	14286	14121	14106	13200	14372	14718	13922	13184	13347	14139	14451	14522	12196	13564	12706	13606	13526	13719	13680	13129	12683	14051	12824	13010	12792	14509	14218	12637	12711	12578	13666	13292	14513	13994	12429	13363	13485	14312	13292	14121	13814	13955	13939	12888	13808	12598	12502	14605	12530	13375	14563	14175	12818	14198	14508	14339	13674	13587	14522	13244	14784	13663	14008	14183	13565	13262	13151	13915	13671	13653	13372	14615	12843	14395	13210	14639	12839	14166	14086	13811	14238	14272	13669	14451	13943	14202	13811	14345	14721	13540	14704	13589	14692	14436	14607	14105	14030	13748	13546	13446	13833	14625	13286	12921	14627
pg_14787_VIC	14260	14633	13917	14049	14402	14589	14119	13937	14821	13684	13687	14610	14643	14070	14474	13898	14170	14329	14352	14509	14316	14003	14145	13666	13807	13932	14308	13922	14732	14536	14537	14148	14542	14758	13861	14704	14285	13933	14086	14129	0	14286	14204	13961	13911	13990	14347	13910	14012	14309	14506	14266	14034	14647	14567	14207	14593	14497	14422	14761	14879	13760	14452	13955	13920	13853	14047	13589	14149	14328	13806	13951	13819	13738	13863	13870	14418	14068	13727	14395	14888	14720	14726	14520	13778	14491	14100	13954	14128	14658	14064	13953	14162	13976	13902	14389	13963	14821	14308	14405	14926	14240	14763	14449	14883	14495	14484	14319	14446	14323	14387	14625	14527	14512	14073	14654	14855	14413	14093	14162	14532	14687	14740	13705	14254	13893	14278	14219	14338	14338	14055	13975	14487	13963	14038	13946	14780	14550	13869	13913	13916	14302	14207	14722	14520	13769	14151	14210	14665	14186	14520	14406	14457	14443	13937	14446	13850	13828	14801	13847	14171	14743	14583	13982	14605	14746	14635	14322	14302	14741	14180	14916	14354	14473	14555	14247	14083	14122	14421	14270	14251	14194	14774	14001	14684	14133	14795	13965	14556	14542	14377	14551	14649	14293	14687	14432	14598	14427	14664	14876	14236	14854	14309	14825	14699	14829	14563	14508	14343	14251	14206	14381	14826	14132	13969	14809
pg_14789_VIC	13900	14479	13287	13468	14044	14383	13608	13253	14684	12818	12661	14424	14443	13513	14245	13274	13750	14006	14097	14309	13947	13290	13504	12694	12882	13307	13952	13220	14516	14318	14289	13590	14240	14600	13113	14551	13957	13290	13457	13504	14287	0	13692	13388	13231	13417	14087	13252	13418	13858	14260	13938	13382	14479	14280	13580	14255	14171	13989	14588	14749	12851	14081	13220	13124	12957	13426	12618	13542	13982	13011	13241	12895	12848	12964	13115	14027	13478	12805	14063	14805	14572	14583	14237	12987	14167	13585	13126	13532	14494	13493	13335	13658	13294	13191	14036	13331	14702	13921	14144	14835	13778	14644	14152	14794	14211	14218	13882	14119	13937	14062	14438	14275	14250	13492	14503	14784	14104	13556	13693	14281	14561	14592	12799	13822	13160	13924	13778	13958	13987	13488	13183	14259	13286	13391	13234	14600	14348	13157	13210	13096	13933	13613	14602	14195	12981	13717	13787	14425	13645	14296	14008	14145	14160	13302	14045	13119	13052	14693	13058	13718	14627	14329	13259	14323	14566	14483	13916	13868	14591	13610	14867	13933	14173	14317	13844	13585	13535	14117	13933	13912	13704	14704	13295	14532	13575	14707	13281	14313	14283	14045	14376	14411	13902	14543	14122	14365	14008	14478	14762	13872	14754	13848	14713	14564	14689	14238	14195	13988	13864	13760	14105	14724	13573	13285	14702
pg_14790_VIC	13803	14023	12624	13146	13703	14191	13292	12638	13816	12137	11692	14417	14369	13081	13605	12651	13378	13758	13826	14153	13831	12986	13110	12009	12367	12591	13904	12906	14484	14093	14220	13248	14193	14501	12709	14328	13441	12844	13522	13270	14203	13690	0	13086	12700	13066	13721	13020	13302	13565	13898	13517	13189	13969	14151	13425	14167	13909	13976	14236	14739	12118	13897	12584	12746	12342	13166	11764	13335	13284	12537	12804	12364	12175	12253	12518	13711	12662	12063	13678	14590	14124	14529	14115	12212	13548	12660	12571	13428	14094	12895	13180	13056	12737	12507	13709	12625	14559	13633	13853	14357	13512	14540	14064	14699	14041	14006	13499	13810	13636	13776	14167	14183	14039	13086	14225	14643	13743	13059	13295	14093	14480	14430	12038	13589	12487	13626	13391	13700	13610	12928	13137	14087	12849	13354	12989	14444	14168	12622	12721	12646	13721	13665	14586	14015	12336	13242	13356	14435	13135	13875	13956	14023	13755	12745	14047	12705	12611	14661	12695	13200	14573	14176	12953	14237	14579	14249	13619	13774	14536	13626	14645	13128	14217	14196	13519	13150	13001	13920	13591	13546	13227	14598	12993	14359	13039	14660	13086	14159	14031	13817	14026	14120	13613	14334	13959	14162	14025	14375	14687	13607	14674	13644	14680	14215	14529	14056	13909	13556	13326	13152	13706	14654	13329	12960	14662
pg_14791_VIC	13420	14074	12271	12769	13666	14053	12953	12280	14167	11491	11270	14164	14266	12751	13731	12215	13053	13450	13599	13952	13483	12447	12786	11284	11810	12317	13509	12373	14412	13992	14024	12946	14013	14420	12083	14336	13369	12435	12891	12953	13960	13386	13086	0	12196	12568	13598	12244	12590	13256	13787	13230	12655	14030	13984	12925	13993	13763	13630	14359	14631	11532	13681	12191	12160	11857	12657	10966	12897	13290	11830	12302	11716	11519	11847	11971	13531	12499	11471	13539	14633	14249	14387	13904	11713	13638	12674	12210	12798	14153	12650	12450	12906	12311	12159	13557	12380	14518	13312	13687	14518	13238	14481	13779	14658	13835	13817	13332	13622	13401	13569	14043	13900	13872	12680	14119	14623	13567	12695	12916	13938	14275	14353	11381	13164	12060	13305	13152	13389	13378	12575	12364	13871	12276	12606	12344	14386	13975	12013	12225	12153	13332	13039	14347	13818	11751	13023	13081	14274	13033	13841	13625	13816	13612	12340	13558	12000	11858	14537	11952	13016	14480	13996	12334	14096	14377	14125	13388	13401	14398	13081	14689	13291	13886	14000	13171	12751	12776	13654	13318	13213	13033	14502	12513	14246	12831	14498	12470	13982	13871	13526	13995	14152	13293	14267	13686	14025	13609	14177	14633	13274	14584	13344	14561	14217	14532	13849	13817	13386	13140	13008	13567	14488	12850	12421	14580
pg_14792_VIC	13301	13872	11808	12483	13439	13938	12646	11787	13705	11016	10603	14109	14207	12358	13298	11702	12750	13208	13362	13802	13325	12139	12484	10705	11356	11796	13425	12036	14342	13859	13943	12680	13959	14299	11642	14159	13020	12110	12822	12748	13906	13226	12697	12194	0	12271	13332	11982	12415	13111	13578	12917	12405	13838	13888	12792	13943	13528	13537	14148	14603	10985	13479	11763	11804	11424	12388	10267	12632	12836	11416	11891	11314	10929	11322	11446	13327	11878	10866	13289	14514	13980	14322	13805	11131	13275	12063	11728	12585	13890	12178	12229	12476	11879	11616	13321	11855	14424	13096	13437	14294	12957	14381	13670	14571	13673	13671	13043	13464	13194	13390	13877	13809	13670	12341	14010	14537	13307	12322	12646	13793	14208	14256	10728	12967	11446	13060	12856	13208	13119	12133	12192	13732	11916	12425	12051	14282	13834	11608	11784	11720	13156	12928	14307	13697	11207	12678	12748	14199	12687	13577	13495	13698	13343	11882	13492	11596	11420	14509	11577	12629	14389	13868	12016	14002	14320	13962	13181	13239	14357	12975	14544	12811	13854	13880	12905	12429	12370	13487	13040	12947	12689	14431	12246	14139	12413	14465	12257	13849	13660	13330	13750	13955	13080	14122	13567	13885	13577	14090	14592	13058	14516	13129	14490	13979	14416	13767	13641	13116	12754	12596	13313	14440	12606	12061	14524
pg_14793_VIC	13499	14097	12391	12885	13686	14087	13020	12377	14176	11674	11451	14222	14281	12781	13662	12300	13114	13481	13604	13975	13541	12574	12932	11460	11936	12335	13558	12471	14412	14012	14020	12954	14041	14420	12249	14322	13438	12392	12981	12938	13989	13416	13066	12568	12274	0	13578	12415	12649	13309	13824	13255	12750	14068	14011	13059	14061	13808	13691	14348	14672	11755	13723	12349	12334	12042	12789	11190	12988	13319	11980	12395	11959	11708	12011	12071	13554	12481	11640	13571	14649	14230	14386	13928	11875	13657	12715	12339	12902	14163	12706	12553	12967	12447	12249	13579	12483	14530	13426	13730	14523	13297	14466	13821	14646	13886	13855	13384	13660	13430	13638	14095	13970	13860	12809	14173	14624	13616	12766	13009	13947	14313	14370	11546	13264	12155	13350	13174	13441	13394	12681	12530	13916	12387	12747	12413	14407	14027	12168	12317	12255	13429	13145	14403	13871	11874	13047	13118	14263	13084	13830	13718	13903	13624	12412	13665	12096	11978	14559	12063	13034	14472	14028	12453	14107	14430	14136	13489	13454	14423	13156	14686	13270	13928	14018	13200	12852	12803	13716	13357	13265	13091	14538	12654	14252	12916	14525	12585	13995	13888	13631	13965	14141	13357	14266	13762	14026	13734	14205	14651	13299	14607	13406	14572	14251	14529	13944	13855	13449	13188	13103	13603	14525	12953	12513	14579
pg_14796_VIC	14059	14298	13318	13716	14064	14407	13749	13350	14248	13040	12919	14530	14526	13635	14023	13266	13747	13989	14030	14274	14125	13592	13685	13007	13278	13284	14186	13518	14669	14306	14368	13750	14441	14628	13416	14532	13824	13509	13950	13857	14348	14087	13723	13600	13337	13580	0	13509	13759	13953	14174	13842	13745	14244	14374	13926	14471	14223	14314	14501	14824	13117	14241	13424	13509	13285	13727	12820	13883	13816	13296	13451	13351	13067	13222	13259	14087	13376	13084	14091	14695	14338	14613	14360	13139	14027	13407	13402	13866	14295	13467	13720	13602	13372	13291	14049	13337	14653	13962	14138	14569	13883	14634	14326	14753	14246	14266	13898	14111	14012	14062	14305	14363	14245	13586	14404	14734	14026	13580	13732	14285	14577	14557	12968	13893	13196	13978	13782	14028	13942	13511	13752	14329	13486	13793	13534	14578	14363	13342	13411	13414	14000	14063	14648	14284	13162	13720	13762	14573	13764	14128	14200	14292	14031	13389	14272	13350	13289	14762	13340	13702	14680	14387	13525	14422	14649	14384	14047	14088	14652	14066	14747	13708	14430	14382	13867	13618	13624	14169	13894	13845	13728	14673	13656	14469	13606	14716	13663	14329	14245	14112	14267	14363	13946	14441	14204	14348	14299	14491	14783	13973	14732	14002	14733	14375	14671	14336	14208	13897	13732	13634	14022	14700	13764	13512	14734
pg_14798_VIC	13300	14104	12140	12605	13601	14036	12801	12062	14217	11249	10931	14127	14252	12493	13666	11963	12934	13373	13503	13890	13372	12178	12675	10861	11506	12146	13397	12143	14363	13968	13931	12774	13948	14391	11898	14314	13363	12275	12649	12780	13910	13251	13021	12245	11987	12415	13508	0	12324	13185	13784	13181	12420	14061	13896	12790	13951	13709	13458	14331	14602	11211	13564	11979	11914	11642	12462	10613	12637	13227	11561	12038	11449	11220	11617	11620	13430	12216	11113	13510	14648	14228	14349	13837	11442	13625	12585	11966	12551	14129	12506	12158	12803	12137	11966	13502	12229	14489	13243	13593	14592	13044	14428	13706	14630	13787	13744	13259	13562	13329	13523	14046	13891	13791	12534	14139	14582	13521	12580	12813	13871	14276	14335	10997	13026	11821	13247	13038	13326	13286	12490	12033	13801	12148	12395	12030	14347	13939	11732	12015	11830	13221	12872	14325	13749	11467	12868	12953	14191	12892	13805	13512	13733	13581	12155	13434	11676	11572	14496	11653	12907	14421	13936	12097	14006	14350	14111	13298	13225	14377	12820	14687	13193	13810	13926	13045	12642	12675	13601	13211	13133	12933	14464	12364	14203	12702	14478	12290	13929	13830	13500	13925	14081	13206	14237	13605	13981	13533	14144	14629	13140	14587	13236	14547	14209	14502	13870	13766	13325	13098	12915	13515	14481	12634	12177	14537
pg_14799_VIC	13472	14367	12666	12941	13829	14209	13157	12587	14697	11847	11663	14171	14304	12873	14032	12463	13243	13594	13736	14047	13566	12537	13046	11487	11986	12718	13496	12481	14413	14110	14022	13114	14023	14500	12315	14447	13702	12578	12788	12943	14011	13416	13302	12590	12418	12649	13757	12323	0	13426	14038	13467	12656	14328	14029	13043	14019	13944	13576	14529	14659	11876	13766	12521	12356	12138	12776	11392	12862	13712	12059	12505	11972	11843	12198	12142	13712	12811	11753	13761	14784	14493	14395	13997	12046	13994	13149	12502	12743	14394	12944	12446	13237	12681	12484	13751	12749	14580	13472	13848	14850	13337	14513	13831	14693	13943	13940	13557	13832	13581	13739	14252	13981	13969	12945	14302	14692	13792	12943	13200	14052	14389	14482	11769	13319	12419	13500	13341	13584	13570	12964	12343	13956	12552	12586	12402	14451	14130	12254	12445	12273	13461	12969	14416	13911	12046	13242	13297	14251	13286	14095	13663	13878	13889	12626	13516	12196	12009	14530	12133	13325	14507	14107	12426	14133	14400	14278	13559	13392	14451	12972	14825	13675	13889	14055	13314	12963	13045	13794	13476	13482	13310	14552	12715	14332	13108	14546	12549	14076	14037	13719	14166	14294	13495	14377	13765	14114	13617	14237	14694	13403	14663	13489	14614	14414	14610	14038	13991	13691	13473	13343	13789	14576	12949	12647	14603
pg_14800_VIC	13918	14347	13120	13477	13995	14342	13615	13103	14377	12760	12537	14426	14445	13457	14046	13121	13600	13876	13995	14257	13952	13222	13420	12573	12789	13127	13978	13180	14549	14278	14290	13523	14269	14588	13027	14466	13834	13186	13599	13518	14310	13858	13567	13258	13117	13311	13953	13186	13428	0	14122	13777	13380	14291	14234	13581	14279	14130	14094	14512	14755	12739	14085	13103	13126	12923	13482	12488	13604	13842	12991	13222	12878	12768	12878	13044	13977	13309	12700	13979	14735	14427	14559	14209	12902	14029	13407	13053	13583	14346	13319	13358	13478	13145	13018	13947	13175	14634	13779	14056	14625	13728	14624	14130	14752	14160	14154	13782	14021	13880	13944	14325	14248	14167	13433	14387	14728	13974	13406	13583	14255	14516	14540	12678	13744	13048	13863	13672	13896	13865	13352	13284	14209	13232	13467	13269	14572	14298	13064	13179	13027	13845	13657	14533	14145	12881	13666	13656	14459	13596	14136	13961	14125	13987	13205	14099	13049	12987	14704	13040	13620	14627	14245	13210	14291	14544	14361	13818	13827	14604	13715	14779	13701	14239	14272	13736	13458	13386	14044	13794	13724	13503	14625	13318	14460	13397	14652	13338	14265	14197	13891	14241	14322	13753	14478	14102	14282	14059	14405	14722	13843	14710	13777	14670	14416	14603	14182	14136	13811	13615	13526	13957	14626	13553	13195	14704
pg_14810_VIC	14241	14363	13508	13862	14222	14489	13942	13596	14220	13281	13180	14631	14642	13834	14119	13561	14003	14176	14228	14429	14277	13821	13882	13277	13467	13431	14343	13765	14742	14450	14517	13891	14583	14674	13584	14605	13963	13714	14226	14052	14506	14260	13900	13789	13582	13826	14174	13785	14040	14122	0	13896	13969	14336	14512	14083	14568	14322	14460	14554	14861	13271	14364	13603	13741	13509	13952	13080	14085	13928	13565	13729	13525	13311	13437	13535	14199	13527	13314	14161	14721	14426	14699	14426	13383	14089	13566	13623	14115	14406	13697	13918	13783	13592	13484	14194	13565	14745	14135	14238	14552	14099	14744	14377	14807	14366	14370	14085	14247	14186	14223	14451	14427	14382	13812	14485	14797	14200	13822	13860	14454	14637	14633	13195	14095	13438	14050	13965	14136	14125	13666	13951	14376	13627	14046	13805	14680	14489	13546	13626	13628	14184	14260	14705	14378	13365	13899	13961	14682	13915	14235	14374	14445	14120	13642	14405	13589	13557	14821	13595	13880	14743	14504	13792	14535	14761	14500	14157	14300	14719	14258	14776	13863	14528	14485	14050	13880	13825	14319	14121	13993	13881	14754	13807	14574	13820	14778	13830	14450	14337	14230	14379	14488	14085	14558	14362	14461	14461	14548	14789	14121	14778	14208	14777	14439	14735	14398	14322	14045	13858	13797	14131	14755	14005	13700	14767
pg_14812_VIC	13900	14174	12908	13395	13954	14270	13514	12997	14051	12560	12353	14437	14485	13364	13817	12927	13558	13826	13916	14189	13954	13271	13452	12465	12769	12869	13975	13160	14617	14229	14287	13441	14354	14531	12980	14449	13661	13189	13745	13632	14264	13936	13517	13230	12920	13255	13840	13180	13466	13775	13894	0	13415	14089	14256	13664	14349	14051	14152	14389	14802	12594	14080	13022	13128	12853	13409	12219	13559	13580	12834	13096	12850	12539	12787	12854	13934	12918	12509	13806	14630	14255	14555	14194	12617	13766	13052	13023	13538	14262	13157	13335	13382	13030	12870	13835	12986	14589	13796	13958	14447	13677	14604	14100	14711	14138	14089	13717	13955	13781	13937	14242	14202	14130	13266	14302	14683	13858	13302	13381	14185	14464	14488	12406	13699	12720	13673	13562	13746	13718	13091	13371	14126	12993	13505	13228	14501	14279	12876	12976	13018	13823	13801	14567	14115	12660	13473	13490	14500	13500	13965	14078	14197	13802	13051	14057	12914	12862	14708	12876	13385	14627	14300	13188	14335	14579	14284	13827	13908	14567	13783	14688	13454	14288	14264	13644	13329	13317	14002	13728	13611	13435	14647	13237	14378	13341	14673	13267	14243	14064	13908	14144	14238	13725	14349	14032	14227	14123	14355	14710	13721	14657	13851	14679	14279	14606	14179	14060	13743	13512	13358	13826	14637	13523	13134	14686
pg_14814_VIC	13506	14217	12364	12761	13690	14137	13103	12452	14447	11812	11451	14241	14288	12852	13886	12414	13226	13561	13715	14048	13584	12444	12912	11416	11898	12599	13574	12479	14409	14092	14060	13070	14020	14497	12262	14375	13551	12603	12831	12975	14034	13381	13190	12656	12410	12751	13744	12420	12657	13379	13968	13416	0	14193	13955	13005	14025	13855	13580	14407	14644	11770	13740	12391	12303	11988	12764	11361	12880	13512	12088	12490	11866	11800	12017	12115	13680	12690	11661	13704	14722	14370	14411	13979	12000	13820	12940	12304	12824	14247	12828	12534	13097	12578	12336	13664	12586	14560	13437	13778	14661	13286	14494	13818	14676	13916	13904	13427	13774	13501	13692	14187	14028	13931	12916	14243	14657	13707	12907	13128	14028	14362	14444	11678	13328	12371	13451	13313	13524	13522	12872	12353	13947	12527	12680	12449	14438	14099	12235	12420	12152	13501	12978	14419	13861	12004	13202	13249	14242	13122	13985	13625	13821	13807	12552	13617	12191	12043	14549	12196	13218	14502	14016	12388	14092	14384	14212	13475	13367	14458	13039	14740	13425	13887	14022	13335	12946	12848	13772	13469	13377	13148	14535	12619	14295	12914	14578	12580	14051	13989	13611	14100	14184	13431	14365	13746	14107	13629	14244	14674	13370	14658	13390	14607	14336	14564	13959	13860	13550	13310	13179	13668	14572	12948	12538	14599
